video_id,frame_type,category,image_name,image_path
l-ucVFLGoII,mid,Entertainment,l-ucVFLGoII_mid.jpg,Data/dataset_images\Entertainment\l-ucVFLGoII_mid.jpg
l-ucVFLGoII,start,Entertainment,l-ucVFLGoII_start.jpg,Data/dataset_images\Entertainment\l-ucVFLGoII_start.jpg
L0aFe8A-zT0,end,Entertainment,L0aFe8A-zT0_end.jpg,Data/dataset_images\Entertainment\L0aFe8A-zT0_end.jpg
L0aFe8A-zT0,mid,Entertainment,L0aFe8A-zT0_mid.jpg,Data/dataset_images\Entertainment\L0aFe8A-zT0_mid.jpg
L0aFe8A-zT0,start,Entertainment,L0aFe8A-zT0_start.jpg,Data/dataset_images\Entertainment\L0aFe8A-zT0_start.jpg
l0b7078I0E4,end,Entertainment,l0b7078I0E4_end.jpg,Data/dataset_images\Entertainment\l0b7078I0E4_end.jpg
l0b7078I0E4,mid,Entertainment,l0b7078I0E4_mid.jpg,Data/dataset_images\Entertainment\l0b7078I0E4_mid.jpg
l0b7078I0E4,start,Entertainment,l0b7078I0E4_start.jpg,Data/dataset_images\Entertainment\l0b7078I0E4_start.jpg
L0c3SkgdINo,end,Entertainment,L0c3SkgdINo_end.jpg,Data/dataset_images\Entertainment\L0c3SkgdINo_end.jpg
L0c3SkgdINo,mid,Entertainment,L0c3SkgdINo_mid.jpg,Data/dataset_images\Entertainment\L0c3SkgdINo_mid.jpg
L0c3SkgdINo,start,Entertainment,L0c3SkgdINo_start.jpg,Data/dataset_images\Entertainment\L0c3SkgdINo_start.jpg
L1CVdLnyh90,end,Entertainment,L1CVdLnyh90_end.jpg,Data/dataset_images\Entertainment\L1CVdLnyh90_end.jpg
L1CVdLnyh90,mid,Entertainment,L1CVdLnyh90_mid.jpg,Data/dataset_images\Entertainment\L1CVdLnyh90_mid.jpg
L1CVdLnyh90,start,Entertainment,L1CVdLnyh90_start.jpg,Data/dataset_images\Entertainment\L1CVdLnyh90_start.jpg
L2aw1MAMqbI,end,Entertainment,L2aw1MAMqbI_end.jpg,Data/dataset_images\Entertainment\L2aw1MAMqbI_end.jpg
L2aw1MAMqbI,mid,Entertainment,L2aw1MAMqbI_mid.jpg,Data/dataset_images\Entertainment\L2aw1MAMqbI_mid.jpg
L2aw1MAMqbI,start,Entertainment,L2aw1MAMqbI_start.jpg,Data/dataset_images\Entertainment\L2aw1MAMqbI_start.jpg
l48yxK2jHKk,end,Entertainment,l48yxK2jHKk_end.jpg,Data/dataset_images\Entertainment\l48yxK2jHKk_end.jpg
l48yxK2jHKk,mid,Entertainment,l48yxK2jHKk_mid.jpg,Data/dataset_images\Entertainment\l48yxK2jHKk_mid.jpg
l48yxK2jHKk,start,Entertainment,l48yxK2jHKk_start.jpg,Data/dataset_images\Entertainment\l48yxK2jHKk_start.jpg
l5IjfXlPvKg,end,Entertainment,l5IjfXlPvKg_end.jpg,Data/dataset_images\Entertainment\l5IjfXlPvKg_end.jpg
l5IjfXlPvKg,mid,Entertainment,l5IjfXlPvKg_mid.jpg,Data/dataset_images\Entertainment\l5IjfXlPvKg_mid.jpg
l5IjfXlPvKg,start,Entertainment,l5IjfXlPvKg_start.jpg,Data/dataset_images\Entertainment\l5IjfXlPvKg_start.jpg
LB1YcW0w2SQ,end,Entertainment,LB1YcW0w2SQ_end.jpg,Data/dataset_images\Entertainment\LB1YcW0w2SQ_end.jpg
LB1YcW0w2SQ,mid,Entertainment,LB1YcW0w2SQ_mid.jpg,Data/dataset_images\Entertainment\LB1YcW0w2SQ_mid.jpg
LB1YcW0w2SQ,start,Entertainment,LB1YcW0w2SQ_start.jpg,Data/dataset_images\Entertainment\LB1YcW0w2SQ_start.jpg
Lb27ZTPPPhI,end,Entertainment,Lb27ZTPPPhI_end.jpg,Data/dataset_images\Entertainment\Lb27ZTPPPhI_end.jpg
Lb27ZTPPPhI,mid,Entertainment,Lb27ZTPPPhI_mid.jpg,Data/dataset_images\Entertainment\Lb27ZTPPPhI_mid.jpg
Lb27ZTPPPhI,start,Entertainment,Lb27ZTPPPhI_start.jpg,Data/dataset_images\Entertainment\Lb27ZTPPPhI_start.jpg
LB7PLpvs2mo,end,Entertainment,LB7PLpvs2mo_end.jpg,Data/dataset_images\Entertainment\LB7PLpvs2mo_end.jpg
LB7PLpvs2mo,mid,Entertainment,LB7PLpvs2mo_mid.jpg,Data/dataset_images\Entertainment\LB7PLpvs2mo_mid.jpg
LB7PLpvs2mo,start,Entertainment,LB7PLpvs2mo_start.jpg,Data/dataset_images\Entertainment\LB7PLpvs2mo_start.jpg
LBcrGi2gW68,end,Entertainment,LBcrGi2gW68_end.jpg,Data/dataset_images\Entertainment\LBcrGi2gW68_end.jpg
LBcrGi2gW68,mid,Entertainment,LBcrGi2gW68_mid.jpg,Data/dataset_images\Entertainment\LBcrGi2gW68_mid.jpg
LBcrGi2gW68,start,Entertainment,LBcrGi2gW68_start.jpg,Data/dataset_images\Entertainment\LBcrGi2gW68_start.jpg
lcmFyX1Ygg4,end,Entertainment,lcmFyX1Ygg4_end.jpg,Data/dataset_images\Entertainment\lcmFyX1Ygg4_end.jpg
lcmFyX1Ygg4,mid,Entertainment,lcmFyX1Ygg4_mid.jpg,Data/dataset_images\Entertainment\lcmFyX1Ygg4_mid.jpg
lcmFyX1Ygg4,start,Entertainment,lcmFyX1Ygg4_start.jpg,Data/dataset_images\Entertainment\lcmFyX1Ygg4_start.jpg
Ld7242ZnVRc,end,Entertainment,Ld7242ZnVRc_end.jpg,Data/dataset_images\Entertainment\Ld7242ZnVRc_end.jpg
Ld7242ZnVRc,mid,Entertainment,Ld7242ZnVRc_mid.jpg,Data/dataset_images\Entertainment\Ld7242ZnVRc_mid.jpg
Ld7242ZnVRc,start,Entertainment,Ld7242ZnVRc_start.jpg,Data/dataset_images\Entertainment\Ld7242ZnVRc_start.jpg
ldsDCKDlgac,end,Entertainment,ldsDCKDlgac_end.jpg,Data/dataset_images\Entertainment\ldsDCKDlgac_end.jpg
ldsDCKDlgac,mid,Entertainment,ldsDCKDlgac_mid.jpg,Data/dataset_images\Entertainment\ldsDCKDlgac_mid.jpg
ldsDCKDlgac,start,Entertainment,ldsDCKDlgac_start.jpg,Data/dataset_images\Entertainment\ldsDCKDlgac_start.jpg
leu1gaD7-rI,end,Entertainment,leu1gaD7-rI_end.jpg,Data/dataset_images\Entertainment\leu1gaD7-rI_end.jpg
leu1gaD7-rI,mid,Entertainment,leu1gaD7-rI_mid.jpg,Data/dataset_images\Entertainment\leu1gaD7-rI_mid.jpg
leu1gaD7-rI,start,Entertainment,leu1gaD7-rI_start.jpg,Data/dataset_images\Entertainment\leu1gaD7-rI_start.jpg
LeYaa7rfYyM,end,Entertainment,LeYaa7rfYyM_end.jpg,Data/dataset_images\Entertainment\LeYaa7rfYyM_end.jpg
LeYaa7rfYyM,mid,Entertainment,LeYaa7rfYyM_mid.jpg,Data/dataset_images\Entertainment\LeYaa7rfYyM_mid.jpg
LeYaa7rfYyM,start,Entertainment,LeYaa7rfYyM_start.jpg,Data/dataset_images\Entertainment\LeYaa7rfYyM_start.jpg
lez7EKJG36c,end,Entertainment,lez7EKJG36c_end.jpg,Data/dataset_images\Entertainment\lez7EKJG36c_end.jpg
lez7EKJG36c,mid,Entertainment,lez7EKJG36c_mid.jpg,Data/dataset_images\Entertainment\lez7EKJG36c_mid.jpg
lez7EKJG36c,start,Entertainment,lez7EKJG36c_start.jpg,Data/dataset_images\Entertainment\lez7EKJG36c_start.jpg
LfmD9HLO5j0,end,Entertainment,LfmD9HLO5j0_end.jpg,Data/dataset_images\Entertainment\LfmD9HLO5j0_end.jpg
LfmD9HLO5j0,mid,Entertainment,LfmD9HLO5j0_mid.jpg,Data/dataset_images\Entertainment\LfmD9HLO5j0_mid.jpg
LfmD9HLO5j0,start,Entertainment,LfmD9HLO5j0_start.jpg,Data/dataset_images\Entertainment\LfmD9HLO5j0_start.jpg
LGhDC57wK2w,end,Entertainment,LGhDC57wK2w_end.jpg,Data/dataset_images\Entertainment\LGhDC57wK2w_end.jpg
LGhDC57wK2w,mid,Entertainment,LGhDC57wK2w_mid.jpg,Data/dataset_images\Entertainment\LGhDC57wK2w_mid.jpg
LGhDC57wK2w,start,Entertainment,LGhDC57wK2w_start.jpg,Data/dataset_images\Entertainment\LGhDC57wK2w_start.jpg
lhrEbwlu3L0,end,Entertainment,lhrEbwlu3L0_end.jpg,Data/dataset_images\Entertainment\lhrEbwlu3L0_end.jpg
lhrEbwlu3L0,mid,Entertainment,lhrEbwlu3L0_mid.jpg,Data/dataset_images\Entertainment\lhrEbwlu3L0_mid.jpg
lhrEbwlu3L0,start,Entertainment,lhrEbwlu3L0_start.jpg,Data/dataset_images\Entertainment\lhrEbwlu3L0_start.jpg
lI_TGwXpnUQ,end,Entertainment,lI_TGwXpnUQ_end.jpg,Data/dataset_images\Entertainment\lI_TGwXpnUQ_end.jpg
lI_TGwXpnUQ,mid,Entertainment,lI_TGwXpnUQ_mid.jpg,Data/dataset_images\Entertainment\lI_TGwXpnUQ_mid.jpg
lI_TGwXpnUQ,start,Entertainment,lI_TGwXpnUQ_start.jpg,Data/dataset_images\Entertainment\lI_TGwXpnUQ_start.jpg
LJ2ACrWCHjA,end,Entertainment,LJ2ACrWCHjA_end.jpg,Data/dataset_images\Entertainment\LJ2ACrWCHjA_end.jpg
LJ2ACrWCHjA,mid,Entertainment,LJ2ACrWCHjA_mid.jpg,Data/dataset_images\Entertainment\LJ2ACrWCHjA_mid.jpg
LJ2ACrWCHjA,start,Entertainment,LJ2ACrWCHjA_start.jpg,Data/dataset_images\Entertainment\LJ2ACrWCHjA_start.jpg
LKXiNxHtL9c,end,Entertainment,LKXiNxHtL9c_end.jpg,Data/dataset_images\Entertainment\LKXiNxHtL9c_end.jpg
LKXiNxHtL9c,mid,Entertainment,LKXiNxHtL9c_mid.jpg,Data/dataset_images\Entertainment\LKXiNxHtL9c_mid.jpg
LKXiNxHtL9c,start,Entertainment,LKXiNxHtL9c_start.jpg,Data/dataset_images\Entertainment\LKXiNxHtL9c_start.jpg
ll8_fOvEjvo,end,Entertainment,ll8_fOvEjvo_end.jpg,Data/dataset_images\Entertainment\ll8_fOvEjvo_end.jpg
ll8_fOvEjvo,mid,Entertainment,ll8_fOvEjvo_mid.jpg,Data/dataset_images\Entertainment\ll8_fOvEjvo_mid.jpg
ll8_fOvEjvo,start,Entertainment,ll8_fOvEjvo_start.jpg,Data/dataset_images\Entertainment\ll8_fOvEjvo_start.jpg
lm4ZTszkSi8,end,Entertainment,lm4ZTszkSi8_end.jpg,Data/dataset_images\Entertainment\lm4ZTszkSi8_end.jpg
lm4ZTszkSi8,mid,Entertainment,lm4ZTszkSi8_mid.jpg,Data/dataset_images\Entertainment\lm4ZTszkSi8_mid.jpg
lm4ZTszkSi8,start,Entertainment,lm4ZTszkSi8_start.jpg,Data/dataset_images\Entertainment\lm4ZTszkSi8_start.jpg
lMRN9AeRsFQ,end,Entertainment,lMRN9AeRsFQ_end.jpg,Data/dataset_images\Entertainment\lMRN9AeRsFQ_end.jpg
lMRN9AeRsFQ,mid,Entertainment,lMRN9AeRsFQ_mid.jpg,Data/dataset_images\Entertainment\lMRN9AeRsFQ_mid.jpg
lMRN9AeRsFQ,start,Entertainment,lMRN9AeRsFQ_start.jpg,Data/dataset_images\Entertainment\lMRN9AeRsFQ_start.jpg
lmth_2FKhsk,end,Entertainment,lmth_2FKhsk_end.jpg,Data/dataset_images\Entertainment\lmth_2FKhsk_end.jpg
lmth_2FKhsk,mid,Entertainment,lmth_2FKhsk_mid.jpg,Data/dataset_images\Entertainment\lmth_2FKhsk_mid.jpg
lmth_2FKhsk,start,Entertainment,lmth_2FKhsk_start.jpg,Data/dataset_images\Entertainment\lmth_2FKhsk_start.jpg
lmYLqR6A3bA,end,Entertainment,lmYLqR6A3bA_end.jpg,Data/dataset_images\Entertainment\lmYLqR6A3bA_end.jpg
lmYLqR6A3bA,mid,Entertainment,lmYLqR6A3bA_mid.jpg,Data/dataset_images\Entertainment\lmYLqR6A3bA_mid.jpg
lmYLqR6A3bA,start,Entertainment,lmYLqR6A3bA_start.jpg,Data/dataset_images\Entertainment\lmYLqR6A3bA_start.jpg
LNbIOSQEjwc,end,Entertainment,LNbIOSQEjwc_end.jpg,Data/dataset_images\Entertainment\LNbIOSQEjwc_end.jpg
LNbIOSQEjwc,mid,Entertainment,LNbIOSQEjwc_mid.jpg,Data/dataset_images\Entertainment\LNbIOSQEjwc_mid.jpg
LNbIOSQEjwc,start,Entertainment,LNbIOSQEjwc_start.jpg,Data/dataset_images\Entertainment\LNbIOSQEjwc_start.jpg
lPsYn0QJIi8,end,Entertainment,lPsYn0QJIi8_end.jpg,Data/dataset_images\Entertainment\lPsYn0QJIi8_end.jpg
lPsYn0QJIi8,mid,Entertainment,lPsYn0QJIi8_mid.jpg,Data/dataset_images\Entertainment\lPsYn0QJIi8_mid.jpg
lPsYn0QJIi8,start,Entertainment,lPsYn0QJIi8_start.jpg,Data/dataset_images\Entertainment\lPsYn0QJIi8_start.jpg
lrpHg1rEliQ,end,Entertainment,lrpHg1rEliQ_end.jpg,Data/dataset_images\Entertainment\lrpHg1rEliQ_end.jpg
lrpHg1rEliQ,mid,Entertainment,lrpHg1rEliQ_mid.jpg,Data/dataset_images\Entertainment\lrpHg1rEliQ_mid.jpg
lrpHg1rEliQ,start,Entertainment,lrpHg1rEliQ_start.jpg,Data/dataset_images\Entertainment\lrpHg1rEliQ_start.jpg
lu4JKmMLPEU,end,Entertainment,lu4JKmMLPEU_end.jpg,Data/dataset_images\Entertainment\lu4JKmMLPEU_end.jpg
lu4JKmMLPEU,mid,Entertainment,lu4JKmMLPEU_mid.jpg,Data/dataset_images\Entertainment\lu4JKmMLPEU_mid.jpg
lu4JKmMLPEU,start,Entertainment,lu4JKmMLPEU_start.jpg,Data/dataset_images\Entertainment\lu4JKmMLPEU_start.jpg
lV4lmBUbJYg,end,Entertainment,lV4lmBUbJYg_end.jpg,Data/dataset_images\Entertainment\lV4lmBUbJYg_end.jpg
lV4lmBUbJYg,mid,Entertainment,lV4lmBUbJYg_mid.jpg,Data/dataset_images\Entertainment\lV4lmBUbJYg_mid.jpg
lV4lmBUbJYg,start,Entertainment,lV4lmBUbJYg_start.jpg,Data/dataset_images\Entertainment\lV4lmBUbJYg_start.jpg
LvV-7yhWmxE,end,Entertainment,LvV-7yhWmxE_end.jpg,Data/dataset_images\Entertainment\LvV-7yhWmxE_end.jpg
LvV-7yhWmxE,mid,Entertainment,LvV-7yhWmxE_mid.jpg,Data/dataset_images\Entertainment\LvV-7yhWmxE_mid.jpg
LvV-7yhWmxE,start,Entertainment,LvV-7yhWmxE_start.jpg,Data/dataset_images\Entertainment\LvV-7yhWmxE_start.jpg
LwKusX5p0jM,end,Entertainment,LwKusX5p0jM_end.jpg,Data/dataset_images\Entertainment\LwKusX5p0jM_end.jpg
LwKusX5p0jM,mid,Entertainment,LwKusX5p0jM_mid.jpg,Data/dataset_images\Entertainment\LwKusX5p0jM_mid.jpg
LwKusX5p0jM,start,Entertainment,LwKusX5p0jM_start.jpg,Data/dataset_images\Entertainment\LwKusX5p0jM_start.jpg
LXSbL06XO4w,end,Entertainment,LXSbL06XO4w_end.jpg,Data/dataset_images\Entertainment\LXSbL06XO4w_end.jpg
LXSbL06XO4w,mid,Entertainment,LXSbL06XO4w_mid.jpg,Data/dataset_images\Entertainment\LXSbL06XO4w_mid.jpg
LXSbL06XO4w,start,Entertainment,LXSbL06XO4w_start.jpg,Data/dataset_images\Entertainment\LXSbL06XO4w_start.jpg
LYnGOkqiGCo,end,Entertainment,LYnGOkqiGCo_end.jpg,Data/dataset_images\Entertainment\LYnGOkqiGCo_end.jpg
LYnGOkqiGCo,mid,Entertainment,LYnGOkqiGCo_mid.jpg,Data/dataset_images\Entertainment\LYnGOkqiGCo_mid.jpg
LYnGOkqiGCo,start,Entertainment,LYnGOkqiGCo_start.jpg,Data/dataset_images\Entertainment\LYnGOkqiGCo_start.jpg
m-6YqGOpowg,end,Entertainment,m-6YqGOpowg_end.jpg,Data/dataset_images\Entertainment\m-6YqGOpowg_end.jpg
m-6YqGOpowg,mid,Entertainment,m-6YqGOpowg_mid.jpg,Data/dataset_images\Entertainment\m-6YqGOpowg_mid.jpg
m-6YqGOpowg,start,Entertainment,m-6YqGOpowg_start.jpg,Data/dataset_images\Entertainment\m-6YqGOpowg_start.jpg
m-9BdhDrltU,end,Entertainment,m-9BdhDrltU_end.jpg,Data/dataset_images\Entertainment\m-9BdhDrltU_end.jpg
m-9BdhDrltU,mid,Entertainment,m-9BdhDrltU_mid.jpg,Data/dataset_images\Entertainment\m-9BdhDrltU_mid.jpg
m-9BdhDrltU,start,Entertainment,m-9BdhDrltU_start.jpg,Data/dataset_images\Entertainment\m-9BdhDrltU_start.jpg
M0XeMb9sqy8,end,Entertainment,M0XeMb9sqy8_end.jpg,Data/dataset_images\Entertainment\M0XeMb9sqy8_end.jpg
M0XeMb9sqy8,mid,Entertainment,M0XeMb9sqy8_mid.jpg,Data/dataset_images\Entertainment\M0XeMb9sqy8_mid.jpg
M0XeMb9sqy8,start,Entertainment,M0XeMb9sqy8_start.jpg,Data/dataset_images\Entertainment\M0XeMb9sqy8_start.jpg
M2X-IiUgx8w,end,Entertainment,M2X-IiUgx8w_end.jpg,Data/dataset_images\Entertainment\M2X-IiUgx8w_end.jpg
M2X-IiUgx8w,mid,Entertainment,M2X-IiUgx8w_mid.jpg,Data/dataset_images\Entertainment\M2X-IiUgx8w_mid.jpg
M2X-IiUgx8w,start,Entertainment,M2X-IiUgx8w_start.jpg,Data/dataset_images\Entertainment\M2X-IiUgx8w_start.jpg
m3gnkMRZ1eU,end,Entertainment,m3gnkMRZ1eU_end.jpg,Data/dataset_images\Entertainment\m3gnkMRZ1eU_end.jpg
m3gnkMRZ1eU,mid,Entertainment,m3gnkMRZ1eU_mid.jpg,Data/dataset_images\Entertainment\m3gnkMRZ1eU_mid.jpg
m3gnkMRZ1eU,start,Entertainment,m3gnkMRZ1eU_start.jpg,Data/dataset_images\Entertainment\m3gnkMRZ1eU_start.jpg
M4vl2NUYDpc,end,Entertainment,M4vl2NUYDpc_end.jpg,Data/dataset_images\Entertainment\M4vl2NUYDpc_end.jpg
M4vl2NUYDpc,mid,Entertainment,M4vl2NUYDpc_mid.jpg,Data/dataset_images\Entertainment\M4vl2NUYDpc_mid.jpg
M4vl2NUYDpc,start,Entertainment,M4vl2NUYDpc_start.jpg,Data/dataset_images\Entertainment\M4vl2NUYDpc_start.jpg
m7SWK-AQE5Q,end,Entertainment,m7SWK-AQE5Q_end.jpg,Data/dataset_images\Entertainment\m7SWK-AQE5Q_end.jpg
m7SWK-AQE5Q,mid,Entertainment,m7SWK-AQE5Q_mid.jpg,Data/dataset_images\Entertainment\m7SWK-AQE5Q_mid.jpg
m7SWK-AQE5Q,start,Entertainment,m7SWK-AQE5Q_start.jpg,Data/dataset_images\Entertainment\m7SWK-AQE5Q_start.jpg
m8pvXp6vyqw,end,Entertainment,m8pvXp6vyqw_end.jpg,Data/dataset_images\Entertainment\m8pvXp6vyqw_end.jpg
m8pvXp6vyqw,mid,Entertainment,m8pvXp6vyqw_mid.jpg,Data/dataset_images\Entertainment\m8pvXp6vyqw_mid.jpg
m8pvXp6vyqw,start,Entertainment,m8pvXp6vyqw_start.jpg,Data/dataset_images\Entertainment\m8pvXp6vyqw_start.jpg
MAkg5lCjHJQ,end,Entertainment,MAkg5lCjHJQ_end.jpg,Data/dataset_images\Entertainment\MAkg5lCjHJQ_end.jpg
MAkg5lCjHJQ,mid,Entertainment,MAkg5lCjHJQ_mid.jpg,Data/dataset_images\Entertainment\MAkg5lCjHJQ_mid.jpg
MAkg5lCjHJQ,start,Entertainment,MAkg5lCjHJQ_start.jpg,Data/dataset_images\Entertainment\MAkg5lCjHJQ_start.jpg
Mc5q7jujjSg,end,Entertainment,Mc5q7jujjSg_end.jpg,Data/dataset_images\Entertainment\Mc5q7jujjSg_end.jpg
Mc5q7jujjSg,mid,Entertainment,Mc5q7jujjSg_mid.jpg,Data/dataset_images\Entertainment\Mc5q7jujjSg_mid.jpg
Mc5q7jujjSg,start,Entertainment,Mc5q7jujjSg_start.jpg,Data/dataset_images\Entertainment\Mc5q7jujjSg_start.jpg
mc624NoA-ls,end,Entertainment,mc624NoA-ls_end.jpg,Data/dataset_images\Entertainment\mc624NoA-ls_end.jpg
mc624NoA-ls,mid,Entertainment,mc624NoA-ls_mid.jpg,Data/dataset_images\Entertainment\mc624NoA-ls_mid.jpg
mc624NoA-ls,start,Entertainment,mc624NoA-ls_start.jpg,Data/dataset_images\Entertainment\mc624NoA-ls_start.jpg
MCCWs05P-xA,end,Entertainment,MCCWs05P-xA_end.jpg,Data/dataset_images\Entertainment\MCCWs05P-xA_end.jpg
MCCWs05P-xA,mid,Entertainment,MCCWs05P-xA_mid.jpg,Data/dataset_images\Entertainment\MCCWs05P-xA_mid.jpg
MCCWs05P-xA,start,Entertainment,MCCWs05P-xA_start.jpg,Data/dataset_images\Entertainment\MCCWs05P-xA_start.jpg
mcTxXTQ54iY,end,Entertainment,mcTxXTQ54iY_end.jpg,Data/dataset_images\Entertainment\mcTxXTQ54iY_end.jpg
mcTxXTQ54iY,mid,Entertainment,mcTxXTQ54iY_mid.jpg,Data/dataset_images\Entertainment\mcTxXTQ54iY_mid.jpg
mcTxXTQ54iY,start,Entertainment,mcTxXTQ54iY_start.jpg,Data/dataset_images\Entertainment\mcTxXTQ54iY_start.jpg
mdg1VfSwYno,end,Entertainment,mdg1VfSwYno_end.jpg,Data/dataset_images\Entertainment\mdg1VfSwYno_end.jpg
mdg1VfSwYno,mid,Entertainment,mdg1VfSwYno_mid.jpg,Data/dataset_images\Entertainment\mdg1VfSwYno_mid.jpg
mdg1VfSwYno,start,Entertainment,mdg1VfSwYno_start.jpg,Data/dataset_images\Entertainment\mdg1VfSwYno_start.jpg
mFwCKdEXea8,end,Entertainment,mFwCKdEXea8_end.jpg,Data/dataset_images\Entertainment\mFwCKdEXea8_end.jpg
mFwCKdEXea8,mid,Entertainment,mFwCKdEXea8_mid.jpg,Data/dataset_images\Entertainment\mFwCKdEXea8_mid.jpg
mFwCKdEXea8,start,Entertainment,mFwCKdEXea8_start.jpg,Data/dataset_images\Entertainment\mFwCKdEXea8_start.jpg
MFxU5yNPCk0,end,Entertainment,MFxU5yNPCk0_end.jpg,Data/dataset_images\Entertainment\MFxU5yNPCk0_end.jpg
MFxU5yNPCk0,mid,Entertainment,MFxU5yNPCk0_mid.jpg,Data/dataset_images\Entertainment\MFxU5yNPCk0_mid.jpg
MFxU5yNPCk0,start,Entertainment,MFxU5yNPCk0_start.jpg,Data/dataset_images\Entertainment\MFxU5yNPCk0_start.jpg
MGXSVsSVImc,end,Entertainment,MGXSVsSVImc_end.jpg,Data/dataset_images\Entertainment\MGXSVsSVImc_end.jpg
MGXSVsSVImc,mid,Entertainment,MGXSVsSVImc_mid.jpg,Data/dataset_images\Entertainment\MGXSVsSVImc_mid.jpg
MGXSVsSVImc,start,Entertainment,MGXSVsSVImc_start.jpg,Data/dataset_images\Entertainment\MGXSVsSVImc_start.jpg
mhB5CuTqgA8,end,Entertainment,mhB5CuTqgA8_end.jpg,Data/dataset_images\Entertainment\mhB5CuTqgA8_end.jpg
mhB5CuTqgA8,mid,Entertainment,mhB5CuTqgA8_mid.jpg,Data/dataset_images\Entertainment\mhB5CuTqgA8_mid.jpg
mhB5CuTqgA8,start,Entertainment,mhB5CuTqgA8_start.jpg,Data/dataset_images\Entertainment\mhB5CuTqgA8_start.jpg
mHc2YeGltYQ,end,Entertainment,mHc2YeGltYQ_end.jpg,Data/dataset_images\Entertainment\mHc2YeGltYQ_end.jpg
mHc2YeGltYQ,mid,Entertainment,mHc2YeGltYQ_mid.jpg,Data/dataset_images\Entertainment\mHc2YeGltYQ_mid.jpg
mHc2YeGltYQ,start,Entertainment,mHc2YeGltYQ_start.jpg,Data/dataset_images\Entertainment\mHc2YeGltYQ_start.jpg
MJdRZQFnRCE,end,Entertainment,MJdRZQFnRCE_end.jpg,Data/dataset_images\Entertainment\MJdRZQFnRCE_end.jpg
MJdRZQFnRCE,mid,Entertainment,MJdRZQFnRCE_mid.jpg,Data/dataset_images\Entertainment\MJdRZQFnRCE_mid.jpg
MJdRZQFnRCE,start,Entertainment,MJdRZQFnRCE_start.jpg,Data/dataset_images\Entertainment\MJdRZQFnRCE_start.jpg
mjl4_-D9GFU,end,Entertainment,mjl4_-D9GFU_end.jpg,Data/dataset_images\Entertainment\mjl4_-D9GFU_end.jpg
mjl4_-D9GFU,mid,Entertainment,mjl4_-D9GFU_mid.jpg,Data/dataset_images\Entertainment\mjl4_-D9GFU_mid.jpg
mjl4_-D9GFU,start,Entertainment,mjl4_-D9GFU_start.jpg,Data/dataset_images\Entertainment\mjl4_-D9GFU_start.jpg
mjvElS9CtLE,end,Entertainment,mjvElS9CtLE_end.jpg,Data/dataset_images\Entertainment\mjvElS9CtLE_end.jpg
mjvElS9CtLE,mid,Entertainment,mjvElS9CtLE_mid.jpg,Data/dataset_images\Entertainment\mjvElS9CtLE_mid.jpg
mjvElS9CtLE,start,Entertainment,mjvElS9CtLE_start.jpg,Data/dataset_images\Entertainment\mjvElS9CtLE_start.jpg
mlrGs8MjoV0,end,Entertainment,mlrGs8MjoV0_end.jpg,Data/dataset_images\Entertainment\mlrGs8MjoV0_end.jpg
mlrGs8MjoV0,mid,Entertainment,mlrGs8MjoV0_mid.jpg,Data/dataset_images\Entertainment\mlrGs8MjoV0_mid.jpg
mlrGs8MjoV0,start,Entertainment,mlrGs8MjoV0_start.jpg,Data/dataset_images\Entertainment\mlrGs8MjoV0_start.jpg
mnQ1Bbb9ASk,end,Entertainment,mnQ1Bbb9ASk_end.jpg,Data/dataset_images\Entertainment\mnQ1Bbb9ASk_end.jpg
mnQ1Bbb9ASk,mid,Entertainment,mnQ1Bbb9ASk_mid.jpg,Data/dataset_images\Entertainment\mnQ1Bbb9ASk_mid.jpg
mnQ1Bbb9ASk,start,Entertainment,mnQ1Bbb9ASk_start.jpg,Data/dataset_images\Entertainment\mnQ1Bbb9ASk_start.jpg
MnQIlB-EA1s,end,Entertainment,MnQIlB-EA1s_end.jpg,Data/dataset_images\Entertainment\MnQIlB-EA1s_end.jpg
MnQIlB-EA1s,mid,Entertainment,MnQIlB-EA1s_mid.jpg,Data/dataset_images\Entertainment\MnQIlB-EA1s_mid.jpg
MnQIlB-EA1s,start,Entertainment,MnQIlB-EA1s_start.jpg,Data/dataset_images\Entertainment\MnQIlB-EA1s_start.jpg
mpeOqoE45II,end,Entertainment,mpeOqoE45II_end.jpg,Data/dataset_images\Entertainment\mpeOqoE45II_end.jpg
mpeOqoE45II,mid,Entertainment,mpeOqoE45II_mid.jpg,Data/dataset_images\Entertainment\mpeOqoE45II_mid.jpg
mpeOqoE45II,start,Entertainment,mpeOqoE45II_start.jpg,Data/dataset_images\Entertainment\mpeOqoE45II_start.jpg
mPpCM_00EXo,end,Entertainment,mPpCM_00EXo_end.jpg,Data/dataset_images\Entertainment\mPpCM_00EXo_end.jpg
mPpCM_00EXo,mid,Entertainment,mPpCM_00EXo_mid.jpg,Data/dataset_images\Entertainment\mPpCM_00EXo_mid.jpg
mPpCM_00EXo,start,Entertainment,mPpCM_00EXo_start.jpg,Data/dataset_images\Entertainment\mPpCM_00EXo_start.jpg
MqhfN2z1S2E,end,Entertainment,MqhfN2z1S2E_end.jpg,Data/dataset_images\Entertainment\MqhfN2z1S2E_end.jpg
MqhfN2z1S2E,mid,Entertainment,MqhfN2z1S2E_mid.jpg,Data/dataset_images\Entertainment\MqhfN2z1S2E_mid.jpg
