categories,channel_id,crawl_date,description,dislike_count,display_id,duration,like_count,tags,title,upload_date,view_count
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,11:21.2,"Movie: Vengeance
Cast: Johnny Hallyday, Anthony Wong, Simon Yam, Lam Ka Tung, Lam Suet
Director: Johnnie To
Language: English/Cantonese
Release Date: 27 August 2009

A father comes to Hong Kong to avenge his daughter, whose family was murdered. Suffering from amnesia, he hires 3 professional killers to help him in his revenge plans before he forgets his vengeance.",1,Nhb8VMxwQKA,99,17,"Johnnie To,Vengeance,Simon Yam,Johnny Hallyday,Lam Ka Tung,Anthony Wong,Lam Suet,trailer,gsc,gscmovies,Cannes,film,festival,assasination,thriller,action,french,é»ƒç§‹ç”Ÿ,ä»»é”è¯,æž—å®¶æ£Ÿ,æž—é›ª,æœçªå³°",Vengeance Official Trailer - With Subtitles,24/07/2009 0:00,6826
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,11:22.5,"Movie: Vengeance
Cast: Johnny Hallyday, Anthony Wong, Simon Yam, Lam Ka Tung, Lam Suet
Director: Johnnie To
Language: English/Cantonese
Release Date: 27 August 2009

A father comes to Hong Kong to avenge his daughter, whose family was murdered. Suffering from amnesia, he hires 3 professional killers to help him in his revenge plans before he forgets his vengeance.",0,AtaLkOXN2Mg,89,4,"Johnnie To,Vengeance,Simon Yam,Johnny Hallyday,Lam Ka Tung,Anthony Wong,Lam Suet,trailer,gsc,gscmovies,Cannes,film,festival,assasination,thriller,action,french,é»ƒç§‹ç”Ÿ,ä»»é”è¯,æž—å®¶æ£Ÿ,æž—é›ª,æœçªå³°",Vengeance Trailer / å¤ä»‡é¢„å‘Š,21/07/2009 0:00,9637
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,11:23.8,Source: IGN.com,1,CC-KLu0IcxE,73,0,"Gamer,Citizen Game,Game,Gerard,Butler,Sci-fi,trailer,poster,action,thriller,movies,gscmovies,300,CGI,IGN",Gamer Augmented Poster Demonstration,16/07/2009 0:00,62
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,11:25.1,"Catch Afdlin Shauki, Que Haidar, Rashidi Ishak in the all new action-comedy SETEM by director Kabir Bhatia.  SETEM revolves around Sid and Joe who are determined to steal a stamp valued at RM2 million.  However, there are others who are after it too including a head mafia, an ex-convict and a security guard. Who will finally get the stamp? Or is there an even bigger syndicate going on which none of them are aware off?  Catch SETEM in cinemas this July 30.",2,Xkz6ktxARSM,125,24,"SETEM,Afdlin Shauki,Que Haidar,Rashidi Ishak,action,comedy,movie,gscmovies,gsc,cinema,Kabir Bhatia,Vanidah Imran,stamp,official trailer,trailer",SETEM - Official Trailer,01/07/2009 0:00,22957
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,11:24.4,a GAMER video remix (mash-up) was completed by DJ Relm.,2,6LqGoXVhk-k,120,7,"GAMER,citizen game,remix trailer,trailer,DJ Relm,Gerard Butler,sci-fi,action,thriller,movie,gscmovies,gsc,cinema",GAMER REMIX TRAILER BY DJ RELM,02/07/2009 0:00,614
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:31.6,"A story of two Thai girls nicknamed Cherry and Noon who plan to backpack to Europe for a year. Before they took this trip, they swore:

#1. No matter what happens, not to leave each other.
#2. To never break rule #1.

However, as we all know never say never when it comes to life being that you will never know what might happen.",0,7RMkLo_trpY,88,71,"Dear galileo,thai,trailer,english subtitle,movie,comedy,romance,gth,gscmovies",Dear Galileo Trailer - English subtitle,28/06/2009 0:00,43482
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:33.0,"Wong Jing returns withe the hottest Summer Blockbuster in Hong Kong.

The Emperor has 12 Secret Royal Guards viz Royal Tiger (Tong Dawei), Royal Pig (Lam Tze Chung) and Royal Dog (Louis Koo).  Can they win the deadly duel with the Head of Eunuchs, Unicorn who tries to overthrow the Emperor?

On His Majesty's Secret Service opens in cinemas 6 August.",9,dae4P-vgUSg,93,26,"official trailer,louis koo,louis fan,barbie hsu,sandra ng,lam tze chung,wong jing,funny,comedy,action,technology,costume,forbidden city cops,çŽ‹æ™¶,å¤å¤©äº†,stephen chow,å³å›å¦‚,æ¨Šå°‘çš‡,gscmovies,gsc,movies,trailer,hongkong,summer,blockbuster,wuxia,kingdom,royal,bodyguards,009,008,007,å¤§å…§å¯†æŽ¢é›¶é›¶ç™¼,å›½äº§å‡Œå‡Œæ¼†",å¤§å†…å¯†æŽ¢çµçµç‹—é¢„å‘Š / On His Majesty's Secret Service Trailer,26/06/2009 0:00,57980
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:33.6,"New trailer for Bandslam 2 is out!

A quirky teenager, WILL BURTON (Gaelan Connell) is used to being bullied or is completely stunned when CHARLOTTE BANKS (Alyson Michalka), a gifted singer-songwriter and popular cheerleader, asks WILL to manage her fledgling rock band. Against all odds, the group's sound starts to come together and their prospects for success look bright. Even more surprising, there is a potential romance brewing between WILL and SAM (Vanessa Hudgens), a classmate with untapped musical talents.

Bandslam opens in cinemas 10 December 2009.",0,bABpk_x--3A,144,0,"Bandslam,New trailer,trailer 2,vanessa hudgens,alyson michalka,music,comedy,romance,concert,teenagers,will,band,rock,high,school,musical,official trailer",Bandslam Trailer 2,24/06/2009 0:00,492
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:36.2,"A story of two Thai girls nicknamed Cherry and Noon who plan to backpack to Europe for a year. Before they took this trip, they swore:

#1. No matter what happens, not to leave each other.
#2. To never break rule #1.

However, as we all know never say never when it comes to life being that you will never know what might happen.",2,4Be8y9g1zBA,93,6,"Dear Galileo,Thai,Comedy,Romance,trailer,gsc movies,chinese,subtitle",Dear Galileo Trailer - Chinese Subtitle,14/06/2009 0:00,6303
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:37.5,"Some people spend most of their lives trying to forget their first love, but some spend a lifetime reminiscing about their last love.

Best of Times is a romantic story involving two couples and how even the briefest of encounters with true love can leave you with the most memorable of life long memories.",0,92Bq1Prz-jI,187,13,"Thai,Best of Times,official,trailer,comedy,romance,couples,gscmovies,GTH",Best Of Times Trailer,14/06/2009 0:00,7483
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:34.9,"The movie centers on a man, Henry DeTamble (Eric Bana), with a time-traveling gene that causes him to unpredictably time-travel and his wife (Rachel McAdams), an artist, who has to cope with his frequent absences and dangerous experiences.

The Time Traveller's Wife will be in cinemas  29 Oct...",0,uRVBuWtpOyY,142,2,"Time Traveller's Wife,trailer,gscmovies,eric bana,rachel mcadams,fantasy,romance,love,official trailer",The Time Traveller's Wife Trailer,24/06/2009 0:00,3952
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:38.1,"Unable to cope with a recent personal tragedy, LA's top celebrity shrink turns into a pothead with no concern for his appearance and a creeping sense of his inability to help his patients.",0,vcU8QtJTepo,140,2,"Kevin Spacey,trailer,gscmovies,psychiatrist,Mark Webber,Keke Palmer",Shrink Trailer,14/06/2009 0:00,1519
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:38.8,"New trailer for Pandorum is out!!!

Two astronauts, Corporal Bower (Foster) and Lt. Payton (Quaid), awaken in a hyper-sleep chamber and can't remember anything - who are they, what is their mission? The only way out of the chamber is a dark and narrow airshaft. As Bower ventures deeper and deeper into the hip, he begins to uncover a terrifying reality. Slowly the spacecraft's shocking and deadly secrets come unraveled, and the astronauts realize that the survival of mankind hinges on their actions.

Pandorum is releasing this September 24...",4,RDsfW3UD_VE,132,19,"Pandorum,trailer,gscmovies,dennis quaid,ben foster,horror,action,sci-fi,thriller,space,official trailer,movies,gsc,cinema,resident,evil,pandora,virus",Pandorum Trailer 2,14/06/2009 0:00,16924
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:40.7,"A quirky teenager, WILL BURTON (Gaelan Connell) is used to being bullied or is completely stunned when CHARLOTTE BANKS (Alyson Michalka), a gifted singer-songwriter and popular cheerleader, asks WILL to manage her fledgling rock band. Against all odds, the group's sound starts to come together and their prospects for success look bright. Even more surprising, there is a potential romance brewing between WILL and SAM (Vanessa Hudgens), a classmate with untapped musical talents.

Opens in cinemas 10 December 2009.",2,Us7AdHdp-ws,74,1,"Vanessa,Hudgens,Alyson,Michalka,Gaelan,Connell,Lisa,Kudrow,musical,comedy,gsc,movies,trailer,will,concert,rock,band,teenager,romance,crush",Bandslam Trailer,11/06/2009 0:00,1215
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:39.5,"9 takes place in a world parallel to our own, in which the very legacy of humanity is threatened. A group of sapient rag dolls, living a post-apocalyptic existence find one of their own, 9 (Elijah Wood), who displays leadership qualities that may help them to survive.

There are at least several malevolent creatures up against this group; namely, the cat-skulled creature from the short film, a split-headed flying being that resembles both a bat and a manta ray in wing shape, and an insectoid creature with jointed legs and a pod-like body.",0,4XUflFvOkEU,120,0,"GSCMOVIES,trailer,Tim Burton,Animation,Shane Acker,Action,Fantasy,Rag dolls,Elijah Wood,Jeniffer Connelly,Christopher Plummer,Martin Landau",9 Trailer,14/06/2009 0:00,171
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:41.4,"Jok, a private detective's  #1 rule is not to fall in love with the target, but the new target is such an irresistible girl called Nampan. She's a secret lover of a wealthy old man. When Jok goes deeper into the case, he finds out that Nampan also has another wealthy admirer and the wife of her admirer plans to blackmail her. Though the case is risky, Jok decides to help her from danger.",4,ofH2hpSu68Q,176,53,"bedside,detective,trailer,gsc,movies,thai,comedy",The Bedside Detective Trailer,11/06/2009 0:00,42980
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:42.0,"One of well-known and powerful gang in Hong Kong criminal organisation, The Golden Dragon, is led by Ma Yong Hai and his son Tao. After Tao is disabled, Ma goes on a quest to find his long-lost son, Tian  to claim the position as the new Godfather. Everything seems to be perfect when Tian is back to Ma and takes the next leader of the gang, but there's one thing about Tian that's absolutely imperfect for Ma. Tian is gay and loves being pretty just like a girl.",0,IuAkILRzQxo,173,8,"kungfu,tootsie,comedy,action,trailer,thai,gay",Kungfu Tootsie Trailer,11/06/2009 0:00,7445
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:42.7,"Two astronauts, Corporal Bower (Foster) and Lt. Payton (Quaid), awaken in a hyper-sleep chamber and can't remember anything - who are they, what is their mission? The only way out of the chamber is a dark and narrow airshaft.

As Bower ventures deeper and deeper into the hip, he begins to uncover a terrifying reality. Slowly the spacecraft's shocking and deadly secrets come unraveled, and the astronauts realize that the survival of mankind hinges on their actions.

Pandorum is releasing this September...",0,HWSC3XYQRHA,91,0,"trailer,dennis,quaid,ben,foster,pandorum,gsc,movies,action,sci-fi,thriller,horror,space",Pandorum Trailer,10/06/2009 0:00,428
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:43.9,This is one of the games @ Movie Carnival 2009 to promote the movie 17 Again.,0,EjAZUSCuQp0,91,0,"GSCMOVIES,ZAC EFRON,17 AGAIN,Eating Competition,GSC,Movies",Eat Like A 17 Year Old - Part 3,10/06/2009 0:00,96
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:43.3,"In the image of his lost son, a scientist created a young robot with incredible powers called Astro Boy. Unable to fulfil the grieving scientist, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.

Astro Boy opens in cinemas this November....",1,MBVtdYoUcpA,83,0,"nicolas cage,freddie highmore,kirsten stewart,trailer,astro boy,gsc movies,animation,action,official trailer",Astro Boy Trailer 2,10/06/2009 0:00,917
Film & Animation,UCzQod7SvgQHwpPoZxefO6jQ,10:44.6,This is one of the games @ Movie Carnival 2009 to promote the movie 17 Again.,0,qpk9OUAeAyk,249,0,"GSCMOVIES,17 AGAIN,Zac Efron",Eat Like A 17 Year Old - Part 1,09/06/2009 0:00,130
Film & Animation,UCzQUP1qoWDoEbmsQxvdjxgQ,26:42.0,"This clip is taken from the Joe Rogan Experience podcast #787 with Eddie Huang (https://youtu.be/m4ZsVVunUeM), also available for download via iTunes & Stitcher (http://bit.ly/1VilUgw).

http://podcasts.joerogan.net",115,vW9Yf2Dc-5M,120,2727,"Joe Rogan Experience,podcast,Joe Rogan,Conor McGregor,UFC,UFC 200,Nate Diaz,Retire,Retirement,Retiring,Young,tweet,Ultimate Fighting Championship,Dana White,Eddie Huang,Shane Smith,VICELAND,Vice,MMA,JRE,JRE #787,787,Deathsquad,Freak Party",Joe Rogan on Conor McGregor Retiring (from Joe Rogan Experience #787),19/04/2016 0:00,370104
Film & Animation,UCzQKiemLFm3yG4yRVNI0unQ,41:01.2,"Suit & Tie (Paris Freestyle) | C-Bass | Edited by JZ | Step x Step Europe

Filmed and Edited by JZ

Step x Step Dance
Uniting Dancers Around The World
SXSONLINE â€¢ http://bit.ly/sRRDwK
SXSYOUTUBE â€¢ http://bit.ly/10PRnet
SXSYOUTUBE â€¢ http://bit.ly/L3Xtzi
SXSTWITTER â€¢ http://bit.ly/YlrEcg
SXSFACEBOOK â€¢ http://on.fb.me/VYnmoN
SXSINSTAGRAM â€¢ http://bit.ly/10EvoXD

Credit Music : Suit & Tie - Justin Timberlake.

**We do not own the rights of the music",0,DsaulLmx-Bw,170,20,"Hip Hop,Dance,Danse,Exhibition,Hip Hop Dance,Hip Hop Performance,Performance,Paris,Suit&Tie,JT,Justin Timberlake,StepxStep Dance,StepxStep,eiffel tower,suit and tie justin timberlake,freestyle dance,justin timberlake dance,paris eiffel tower dance,step x step dance,sxs dance",Suit & Tie (Paris Freestyle) | C-Bass | Edited by JZ | Step x Step Europe,09/05/2013 0:00,834
Film & Animation,UCzQCtpfwGsGlQzEMjkh1EsA,13:43.5,"-- O P E N --
New videos every Monday!
Watch in HD!

Hey guys! So for today's video I just wanted to show you guys this technique for moisturizing dry natural hair. This isn't anything brand new, but in case anyone didn't know, now you do! Don't ever be afraid to embrace your natural hair!
Thumbs up this video and let me know any ideas or requests you have down below!

Whipped shea butter Ingredients-
- Raw unrefined shea butter
- Coconut oil
- Cold Pressed 100% Castor oil
- Almond Oil
- Grape seed Oil
- Olive Oil
- Water
(Combine and mix with electric mixer until whipped or creamy)

``SNAPCHAT- @dani_enn ``
TWITTER- @_daniruth
INSTAGRAM- @_daniruth

Connect with me -
danieroxursox@gmail.com
For business inquires and/
or sponsorships ONLY.
-------------------------------------------------------------
FAQ:
Name: Daniella
Age: 18
Grade: Freshman in college
Editing Software: Final Cut ProX
Camera I use: Canon T3i

Twitter: _DaniRuth

FTC: not sponsored.",12,fpkDIgu3F7U,236,557,10-28-15,How to MOISTURIZE Dry NATURAL HAIR | 2017,31/01/2017 0:00,22260
Film & Animation,UCzQCtpfwGsGlQzEMjkh1EsA,13:49.4,"---- O P E N ----

Don't forget to comment, like, and share this video! Thanks for watching!

TODAYS VIDEO is a Spring / Summer clothing haul. It was time to get some new items in my closet and i thought i'd share what i got with you guys!

Burnt Orange Dress: http://goo.gl/n3knfF
Nude Dress: http://goo.gl/fRew6H

Black Crop Top: http://goo.gl/BbV6NS
Black Romper: http://goo.gl/B06cpO

Contact me at danieroxursox@gmail.com for SERIOUS business inquires and/ or sponsorships ONLY.
-------------------------------------------------------------
FAQ:
Name: Daniella
Age: 17
Grade: Senior in high school (12th)
Editing Software: Imovie or Final Cut ProX
Camera I use: Canon T3i

Twitter: _DaniRuth

FTC: Not sponsored.",301,XCjg2HCscak,341,1782,"10-28-15,SUMMER,HAUL,CLOTHING,summer,clothing,how to,haul,spring,shopping,afforable,clothes,tutorial",Summer TRY ON Haul,05/05/2016 0:00,581399
Film & Animation,UCzQCtpfwGsGlQzEMjkh1EsA,13:43.7,"---- O P E N ----

Don't forget to comment, like, and share this video! Thanks for watching!

Store Link: http://www.aliexpress.com/store/1454329
Hair i received: http://www.aliexpress.com/store/product/Top-Selling-Brazilian-Body-Wave-Virgin-Hair-7A-3Bundles-Unprocessed-Sugar-Hair-Cheap-Human-Hair-Weave/1454329_32613131877.html
Closure: http://www.aliexpress.com/store/group/Body-Wave-Lace-Closure/1454329_503727905.html

Contact me at danieroxursox@gmail.com for SERIOUS business inquires and/ or sponsorships ONLY.
-------------------------------------------------------------
FAQ:
Name: Daniella
Age: 17
Grade: Senior in high school (12th)
Editing Software: Imovie or Final Cut ProX
Camera I use: Canon T3i

Twitter: _DaniRuth

FTC: Not sponsored.",10,ah2yqZMDX3E,263,127,10-28-15,Afordable Hair For Prom! Sugar Virgin Hair #PROMPERFECT,18/04/2016 0:00,7081
Film & Animation,UCzQCtpfwGsGlQzEMjkh1EsA,13:49.7,"O P E N  M E â™¡

I had so much fun filming this video. I haven't done a video like this on my channel so cheers to all my curly heads watching this!  Im sorry i didn't get to include what it was like when it was dry, we didn't have time! But her curls only shrunk a tiny bit and stayed defined. :D Lasted her a few days. Don't forget to subscribe!

PRODUCTS
---------------------
Aphogee Keratin & Green Tea Reconstructor
Oganix Coconut Milk Conditioner
Beautiful Textures Moisture Butter
Argan Oil Eco Styler
Afican Pride Shea Butter Growth Oil

Contact me at danieroxursox@gmail.com for SERIOUS business inquires and/ or sponsorships ONLY.
-------------------------------------------------------------
FAQ:
Name: Daniella
Age: 17
Grade: Senior in high school (12th)
Editing Software: Imovie or Final Cut ProX
Camera I use: Canon T3i

Twitter: _DaniRuth

FTC: Not sponsored.

curly hair routine, wash n go, defined, easy, hair",50,0yXQ3ymyKXw,384,837,"10-28-15,culry hair,defined,wash n go,easy,quick,how to,best products for surly hair",QUICK & EASY WASH N' GO| CURLY HAIR,09/02/2016 0:00,38302
Film & Animation,UCzQ9th8PRXUR8GgFzrD3tmQ,07:48.9,"Dear Guys,In this Video I show you what the monsoons in India Look like.Hope that you enjoy watching this Video.

ALL BEST/MY EQUIPMENT IS LISTED HERE :)
-------------------------------------
HTC RE (Waterproof Adventure Camera)
https://goo.gl/f8znnV

Best Cheap DSLR Camera for youtube
https://goo.gl/MR3GHR

Wide Angle Lens for Canon DSLR
https://goo.gl/8J7i3a

Flexible Tripod
https://goo.gl/t6h8Hh

Rode Micro Mic for DSLR
https://goo.gl/5iYKN6

Tripod Mount for Phone
https://goo.gl/geRSTr

Memory Card
https://goo.gl/YfzaKv

Best GoPro Alternative
https://goo.gl/dqoYMA

Good GoPro Hero 4 Silver
https://goo.gl/Ng4p97

BEST GoPro Hero 4 Black (SlowMo & 4K GoPro)
https://goo.gl/XDRNBB

50mm lens for Canon DSLR for blur Video
https://goo.gl/98Q46k

-------------------------------------

BEST External Harddrive (Store your files!)
https://goo.gl/v3uoV3


-------------------------------------

View my old Videos

HTC RE Unboxing
http://www.youtube.com/watch?v=s1A7hUYPj9g

HTC RE Review
http://www.youtube.com/watch?v=CcSVMB3oHYI

50 mm canon lens example Video
http://www.youtube.com/watch?v=FxYxaLvIz7E

How I setup Dual Display
http://www.youtube.com/watch?v=Nj_uG_hwnig

My other channel on Website Development
https://www.youtube.com/channel/UCEgvqqQgOteLU9OgTho8_Wg

Follow Jovlogz on instagram
https://www.instagram.com/jovlogz/

Bhavesh
https://www.instagram.com/itsbhaveshdesai/

Music by Andrew ApplePie
https://soundcloud.com/andrewapplepie
https://andrewapplepie.com/",5,LbG1Ov-h1Dc,255,34,"Monsoon Rains,India,2017,rain,monsoon,india",MONSOON RAINS INDIA 2017,20/08/2017 0:00,1053
Film & Animation,UCzQ9th8PRXUR8GgFzrD3tmQ,07:43.9,"In this Video I show you Extreme Cinematography with our Technical Guruji!

Location at Vasai pachubandar.


ALL BEST DSLRS HERE
https://goo.gl/vVAwqh

1300 D
https://goo.gl/N1ze1B

700 D
https://goo.gl/kn9mqt

750 D
https://goo.gl/qmMsFY



ALL BEST/MY EQUIPMENT IS LISTED HERE :)
-------------------------------------
HTC RE (Waterproof Adventure Camera)
https://goo.gl/f8znnV

Best Cheap DSLR Camera for youtube
https://goo.gl/MR3GHR

My Bluetooth HeadPhones with 40 hrs battery!
https://goo.gl/EbZGKq

Wide Angle Lens for Canon DSLR
https://goo.gl/8J7i3a

Flexible Tripod
https://goo.gl/t6h8Hh

Rode Micro Mic for DSLR
https://goo.gl/5iYKN6

Tripod Mount for Phone
https://goo.gl/geRSTr

Memory Card
https://goo.gl/YfzaKv

Best GoPro Alternative
https://goo.gl/dqoYMA

Good GoPro Hero 4 Silver
https://goo.gl/Ng4p97

BEST GoPro Hero 4 Black (SlowMo & 4K GoPro)
https://goo.gl/XDRNBB

50mm lens for Canon DSLR for blur Video
https://goo.gl/98Q46k

-------------------------------------

BEST External Harddrive (Store your files!)
https://goo.gl/v3uoV3


-------------------------------------

View my old Videos

HTC RE Unboxing
http://www.youtube.com/watch?v=s1A7hUYPj9g

HTC RE Review
http://www.youtube.com/watch?v=CcSVMB3oHYI

50 mm canon lens example Video
http://www.youtube.com/watch?v=FxYxaLvIz7E

How I setup Dual Display
http://www.youtube.com/watch?v=Nj_uG_hwnig

My other channel on Website Development
https://www.youtube.com/channel/UCEgvqqQgOteLU9OgTho8_Wg?sub_confirmation=1

NEW CHANNEL JO VLOGS 2
https://www.youtube.com/channel/UCsh9sqrQZoyEZ-aWAIEsQPQ?sub_confirmation=1

Follow me on instagram
https://www.instagram.com/jovlogz/

Follow Bhavesh on instagram
https://www.instagram.com/itsbhaveshdesai/",3,oxzJrBvff1M,324,20,"Technical Guruji,Cinematography,technicalguruji,giveaway,jo vlogz,iphone,samsung phone",Extreme Cinematography with Technical Guruji!,25/03/2019 0:00,270
Film & Animation,UCzQ1L-wzA_1qmLf49ey9iTQ,12:30.5,"I was challenged recently at the Rocaberti Writers Retreat.

Find out more about the retreat: http://bit.ly/2msIWbk

Producer - Alexa Rodrigues
Animation - Tiara Westlake
Host and Creator - Simon Cade

Graded with FilmConvert - 10% off:  http://bit.ly/2HGEzB0
(I earn a commission from purchases ^^)

WEBSITE: http://dslrguide.tv
TWITTER: http://www.twitter.com/dslrguidance
INSTAGRAM: http://instagram.com/cadevisuals
CONTACT: simon@dslrguide.tv",110,M0ijPnFIHe8,471,3500,"I need help,rocaberti,writing,writing advice,filmmaking,write,script,simon cade,dslrguide,dslr guide",Admitting That I Need Help,30/09/2019 0:00,55371
Film & Animation,UCzQ1L-wzA_1qmLf49ey9iTQ,12:31.0,"Pitching is a vital part of the filmmaking process, and so I thought I'd film my process of coming up with ideas, and refining / presenting them.
The Asus ZenBook Pro Duo #spon https://www.asus.com/Laptops/ZenBook-Pro-Duo-UX581GV/

Host and Creator - Simon Cade
Producer - Alexa Rodrigues
Cinematography - Alex Smit


WEBSITE: http://dslrguide.tv
TWITTER: http://www.twitter.com/dslrguidance
INSTAGRAM: http://instagram.com/cadevisuals
CONTACT: simon@dslrguide.tv",102,GWDKN8ObQ9A,477,1722,"asus zenbook pro dup,asus zenbook,filmmaking ideas,film ideas,pre production,pre-production,writing,film writing,dslrguide,simon cade,tips",How I Get Filmmaking Jobs,05/09/2019 0:00,27905
Film & Animation,UCzQ1L-wzA_1qmLf49ey9iTQ,12:31.5,"This week I met with Paul Miller (Producer of Lone Star, Snow Angels and A Love Song for Bobby Long) and I took the opportunity to ask for his advice for upcoming directors.

Featuring - Paul Miller
Host and Creator - Simon Cade
Producer - Alexa Rodrigues

Graded with FilmConvert - 10% off:  http://bit.ly/2HGEzB0
(I earn a commission from purchases ^^)

WEBSITE: http://dslrguide.tv
TWITTER: http://www.twitter.com/dslrguidance
INSTAGRAM: http://instagram.com/cadevisuals
CONTACT: simon@dslrguide.tv",28,FWvgPUIpv_4,483,1570,"filmmaker,advice for filmmakers,beginner filmmakers,directing,dslrguide,simon cade,paul miller,dslr guide",What Directors Get Wrong,09/07/2019 0:00,26149
Film & Animation,UCzQ1L-wzA_1qmLf49ey9iTQ,12:32.1,"All of the music featured is from All Good Folks: http://bit.ly/2KbIDuO
(use code ""DSLRGUIDE20"" for 20% off your next purchase)

Use code â€œDSLRGUIDEAGFâ€ at checkout for 50% off Benjiâ€™s Music: http://bit.ly/2KbIDuO

Featuring - Benjamin Gordon
Director - Simon Cade
Producer - Alexa Rodrigues


Graded with FilmConvert - 10% off:  http://bit.ly/2HGEzB0
(I earn a commission from purchases ^^)

WEBSITE: http://dslrguide.tv
TWITTER: http://www.twitter.com/dslrguidance
INSTAGRAM: http://instagram.com/cadevisuals
CONTACT: simon@dslrguide.tv",48,0bVlLt-lAdc,465,2548,"good enough,never happy,creativity,artists,artist,musician motivation,creative motivation,filmmaking,dslrguide,simon cade,dslr guide,not good enough","""Not Good Enough""",28/06/2019 0:00,38988
Film & Animation,UCzQ1L-wzA_1qmLf49ey9iTQ,12:32.6,"Is it possible to create high quality films with compact, small equipment? This week weâ€™re weighing up the tradeoffs between convenience and quality, as part of a sort-of travel video.
SliderONE v2: http://edel.kr/bf
HeadONE: http://edel.kr/bg
FlexTILT Head 2: http://edel.kr/bh
(sponsored)

Host and Creator - Simon Cade
Producer - Alexa Rodrigues
Behind-the-Scenes - Tiara Westlake


Graded with FilmConvert - 10% off: http://bit.ly/2HGEzB0
(I earn a commission from purchases ^^)

WEBSITE: http://dslrguide.tv
TWITTER: http://www.twitter.com/dslrguidance
INSTAGRAM: http://instagram.com/cadevisuals
CONTACT: simon@dslrguide.tv",63,Y1jFLIsa_HM,371,2584,"cinematography,travel video,how to film a travel video,dslrguide,simon cade,small filmmaking kit,filmmaking kit,filmmaking,dslr guide",Cinematography Kit in a Backpack,15/05/2019 0:00,52885
Film & Animation,UCzQ1L-wzA_1qmLf49ey9iTQ,12:33.6,"Can we shoot a film without any lighting equipment or tripods, just a Nikon Z6?
#Nikon #ad
This week we're going behind the scenes of the pre-production process of my next indie short film, as well as documenting the first day of the filming.  The challenge this time was to shoot a short film with the Nikon Z6 (https://www.nikonusa.com/en/nikon-products/product/mirrorless-cameras/z-6.html?cid=img_en_us:SCL:COMM:MWW:042219:YouTube:P:Influencer:Z:Z6:SimonCade). No tripods, filters, sliders, or even lighting equipment, just me holding the camera (and the Atomos Ninja recorder).

PLEASE NOTE: 12-bit RAW video capture is coming in a future firmware update

Host and Creator - Simon Cade
Producer - Alexa Rodrigues
Assistant Editor - Jamie McKernan

WEBSITE: http://dslrguide.tv
TWITTER: http://www.twitter.com/dslrguidance
INSTAGRAM: http://instagram.com/cadevisuals
CONTACT: simon@dslrguide.tv",100,quIFIKWcrnA,398,5650,"filmmaking,natural light,filmmaking challenge,cinematography,dslrguide,simon cade,dslr guide",Filmmaking with Nothing But a Camera,23/04/2019 0:00,82763
