display_id,label,category,view_count,like_count,channel_id,description,dislike_count,duration,tags,title,upload_date
EN2khdQGJf0,Borderline,News & Politics,344722,28723,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",181,274,"Funny,Entertainment,2018,Fun,Laughing,Hiltendo,Hilltendo,Video Game",They Finally Found It!,2018-03-15 0:00:00
19BsY3YNu6o,Borderline,News & Politics,328216,32302,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",253,199,"Funny,Entertainment,2018,Fun,Laughing",60 Minutes NothingBurger,2018-03-26 0:00:00
tXSAiVBDYKc,Borderline,News & Politics,293704,24399,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",142,323,"Funny,Entertainment,2018,Fun,Laughing",Epic Fact Check!,2018-03-12 0:00:00
I5hMeY0BFLI,Borderline,News & Politics,265550,22383,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",292,192,"Funny,Entertainment,2018,Fun,Laughing",This is Just Too Much!,2018-03-09 0:00:00
rrXSZR2ZKic,Borderline,News & Politics,586671,36333,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",499,261,"Funny,Entertainment,2018,Fun,Laughing,Megyn Kelly",Look At Her Now,2018-03-08 0:00:00
V44fPQPjKjI,Borderline,News & Politics,340611,23382,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Russian Bot” shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",166,360,"Funny,Entertainment,2018,Fun,Laughing",They Got Their Hopes Up...and Then...,2018-03-06 0:00:00
yUAVD5BCymY,Borderline,News & Politics,373642,26157,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",200,285,"Funny,Entertainment,2018,Fun,Laughing",They Finally Found Proof 😆,2018-03-07 0:00:00
unebRMHSzUw,Borderline,News & Politics,533776,33079,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your shirts here: https://teespring.com/stores/markdice - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)
🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",226,353,"Funny,Entertainment,2018,Fun,Laughing",We Have a Winner!,2018-03-01 0:00:00
mfwWZkCgNMs,Borderline,News & Politics,539056,39419,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your shirts here: https://teespring.com/stores/markdice - 🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",486,373,"Funny,Entertainment,2018,Fun,Laughing,Oscars,Jimmy Kimmel,Films,Movies,Film Review",You Won’t Believe It,2018-03-05 0:00:00
wqpqtlaiybg,Borderline,News & Politics,359541,26917,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts from my online store here: https://teespring.com/stores/markdice - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)
🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",302,247,"Funny,Entertainment,2018,Fun,Laughing",This is Real,2018-02-28 0:00:00
DIVCOnIsiSg,Borderline,News & Politics,302732,22686,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts from my online store here: https://teespring.com/stores/markdice - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)
🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",184,304,"Funny,Entertainment,2018,Fun,Laughing",Case Closed!,2018-02-23 0:00:00
YdlBLc59p40,Borderline,News & Politics,397808,27797,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts from my online store here: https://teespring.com/stores/markdice - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)  🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",215,273,"Funny,Entertainment,2018,Fun,Laughing,Olympics,Winter Olympics,Winter Olympics 2018",They Just Couldn’t Help It,2018-02-26 0:00:00
OSm1AvkXcTA,Borderline,News & Politics,390342,29869,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Liberalism: Find a Cure” or “Russian Bot” shirts from my online store here: https://teespring.com/stores/markdice - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)  🚨 Subscribe 🚨

Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",188,326,"Funny,Entertainment,2018,Fun,Laughing",She's Got a New Reason Now!  😆,2018-02-27 0:00:00
QwJzs-099n0,Borderline,News & Politics,372335,32389,UCzUV5283-l5c0oKRtyenj6Q,"⚠️ Order your “Russian Bot” shirt from my online store here: https://teespring.com/RussianBotShirt - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)




Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",405,323,"2018,Olympics,Sports,Winter Olympics,Opening Ceremony,Entertainment,Kim Jong-Un,Kim Jong-Un Sister,Kim Yo Jong,Ivanka Trump of North Korea,Kim Jong Un Sister Olympics,North Korean Propaganda,Communist News Network",Liberals New Hero!,2018-02-12 0:00:00
rQ2y9_42dGk,Borderline,News & Politics,382805,28215,UCzUV5283-l5c0oKRtyenj6Q,"Everything they try to do just only ends up helping us in the long run.  hahaha.  Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

And please only review it on Amazon if you’ve bought it!  We don’t need to stoop to the Left’s level by countering fake one star reviews with fake five star reviews.  Real reviews only!  Thanks!

⚠️ Order your “Russian Bot” shirt from my online store here: https://teespring.com/RussianBotShirt - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",367,401,"Funny,Entertainment,2018,Book,Reading,Amazon.com",It Finally Happened,2018-02-11 0:00:00
eC5ful9KmPg,Borderline,News & Politics,318560,27601,UCzUV5283-l5c0oKRtyenj6Q,"He is hilarious as we all know, but they can't even take a joke.  Look how they reacted this time!  Order your “Russian Bot” shirt from my online store here: https://teespring.com/RussianBotShirt - Available in t-shirt, long sleeve, or hoodie (and in multiple colors)




Order my new book, ""The True Story of Fake News"" from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Support me on http://Patreon.com/MarkDice

Tip me through http://www.PayPal.me/MarkDice

Read my books! Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
or download them from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",197,336,"Funny,Entertainment,2018,Joke",They Can't Take a Joke!,2018-02-09 0:00:00
LRpGABGQdG8,Borderline,News & Politics,515615,39263,UCzUV5283-l5c0oKRtyenj6Q,"Order your ""Save the Triceratops"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

Watch the State of the Union Full Speech: https://youtu.be/J4FmQtOPbF4

Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",281,298,"2018,State of the Union,Trump,President Trump,Funny,Entertainment",They're Not Happy About It!,2018-01-31 0:00:00
ya_yNIIB2yY,Borderline,News & Politics,478022,34984,UCzUV5283-l5c0oKRtyenj6Q,"Every day just gets better and better.  They can't stop the memo, and it's awesome!   Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you Monday!




Order my book, Big Brother: The Orwellian Nightmare Come True, from Amazon here: https://goo.gl/suJvUt or download the e-book from Kindle, iBooks, Google Play, or Nook.

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",239,298,"2018,Funny,Entertaining,Trump",It's Party Time!,2018-02-02 0:00:00
Kpj5-2iKqPY,Borderline,News & Politics,433254,30203,UCzUV5283-l5c0oKRtyenj6Q,"This is funny.  Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",228,309,"Funny,2018,Hilarious,Entertainment,Movies",They're On To Us!,2018-01-24 0:00:00
1R0H4RV10EA,Borderline,News & Politics,569670,34322,UCzUV5283-l5c0oKRtyenj6Q,"Joe sings a song and it's hilarious and there's more!  Checkout my books here: www.amazon.com/author/markdice  or download the e-book from Kindle, iBooks, Google Play, or Nook.

Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",364,343,"2018,Funny,Joe Sings,Joe Scarborough Singing,Singing,MSNBC,Trump,Hillarious,Entertainment,Entertaining",He Really Did This!,2018-01-23 0:00:00
dLW3TItEQ3M,Borderline,News & Politics,1076119,48835,UCzUV5283-l5c0oKRtyenj6Q,"This is hilarious!  CNN was doing what they usually do, when there was a little hiccup in their plan.  Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",662,369,"2018,Funny,CNN,Isaac Newton Jarris,Martin Luther King Nephew,CNN MLK Nephew,MLK Newphew Don Lemon,Don Lemon",Whoops!  That Didn't Work!  😆,2018-01-16 0:00:00
A4fzBf7TG8Q,Borderline,News & Politics,356450,26525,UCzUV5283-l5c0oKRtyenj6Q,"CNN has made history.  You won't believe what they've done!  It's absolutely amazing!  Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",217,261,"2018,Funny,Television,News,CNN,Fake News,Erin Burnett,Don Lemon,Hillarious",CNN Makes History 😆,2018-01-11 0:00:00
lKyshp9gAoM,Borderline,News & Politics,253368,21078,UCzUV5283-l5c0oKRtyenj6Q,"It's a new year, and time to leave the problems and mistakes of 2017 behind, and I'm sure CNN will follow that age old advice.  Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",128,238,"2018,Funny,New Years,Happy New Years,New Years Resolutions,News,CNN",CNN Turning Over a New Leaf for 2018? 😆,2018-01-03 0:00:00
2YXDqc-4Ee4,Borderline,News & Politics,464531,33020,UCzUV5283-l5c0oKRtyenj6Q,"Thankfully Hollywood celebrities have a plan to save America, and they revealed it at the Golden Globes this year.  Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2018 by Mark Dice.  All Rights Reserved.",292,278,"2018,Funny,Celebrities,Hollywood,Movie Stars,Movies",Celebrities Save America,2018-01-09 0:00:00
kplCwKkx38E,Borderline,News & Politics,603467,41681,UCzUV5283-l5c0oKRtyenj6Q,"The liberal media is so desperate now it's hilarious!  Take a look at how they're in denial about what's going on with this circus.  Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2017 by Mark Dice.  All Rights Reserved.",462,377,"2017,CNN,CNN Owned,Brian Stelter,Reliable Sources,Funny",They're So Desperate!  😂,2017-12-18 0:00:00
oI_k_UMkk58,Borderline,News & Politics,1395355,58461,UCzUV5283-l5c0oKRtyenj6Q,"It's been a long, tough year for CNN, and it looks like it's too late for them.  Trump Broke CNN.  😂  Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2017 by Mark Dice.  All Rights Reserved.",1709,226,"2017,Funny,CNN Fails",Trump Broke CNN 😂,2017-12-15 0:00:00
pyShPPWbj-M,Borderline,News & Politics,372978,27942,UCzUV5283-l5c0oKRtyenj6Q,"You're going to love this.  Another reporter at the Washington Compost got egg on his face!  Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2017 by Mark Dice.  All Rights Reserved.",249,218,"2017,Funny",It Happened Again! 😂,2017-12-13 0:00:00
sG0FOO8XOUk,Borderline,News & Politics,396978,28645,UCzUV5283-l5c0oKRtyenj6Q,"CNN heard people joking that Trump drinks a 12 pack of Diet Coke every single day, and took them seriously!  Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2017 by Mark Dice.  All Rights Reserved.",332,242,"2017,Funny,Trump Diet Coke,Trump Drinks Diet Coke,12 Diet Cokes,CNN Trump Diet Coke,CNN Diet Coke",CNN Proves They Are Completely Worthless,2017-12-12 0:00:00
KwaerD8rzFI,Borderline,News & Politics,763972,37829,UCzUV5283-l5c0oKRtyenj6Q,"Watch this man say the dumbest thing anyone has ever said on CNN in their entire history.  Order my new book, The True Story of Fake News: How Mainstream Media Manipulates Millions, from Amazon here: https://goo.gl/oJ5VQh or download the e-book from Kindle, iBooks, Google Play, or Nook.

Order your ""Liberalism: Find a Cure"" t-shirt, long sleeve, or hoodie here: https://teespring.com/stores/markdice - Subscribe now for more videos every day, and I'll see you tomorrow!

If you love watching my videos then toss me a one-time tip at http://www.PayPal.me/MarkDice to help me stay fan-funded because YouTube is demonetizing my videos because they don't like them.

Support me on Patreon: http://Patreon.com/MarkDice

Did you know I'm an author?  Checkout my books!
Order them in paperback on Amazon.com here:
http://amazon.com/author/markdice
Download my books from Kindle, iBooks, Google Play, or Nook.

Contact me via email at: Mark@MarkDice.com
Copyright © 2017 by Mark Dice.  All Rights Reserved.",619,341,"2017,Funny,David Frum,Atlantic Magazine,CNN",The Dumbest Thing Ever Said on CNN,2017-12-11 0:00:00
